USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.1  43952 17316 ?        Ss   Apr05   0:05 /usr/lib/systemd/systemd --switched-root --system --deserialize=60 rhgb
root        1701  0.0  0.1 498328 29804 ?        Ssl  Apr05   0:02 /usr/bin/python3 -Es /usr/sbin/tuned-ppd -l
root        1846  0.0  0.0  61796 10060 ?        S    Apr05   0:00 cupsd -f -s /var/snap/cups/common/etc/cups/cups-files.conf -c /var/snap/cups/common/etc/cups/cupsd.conf
root        1847  0.0  0.0 241708  8208 ?        Sl   Apr05   0:00 cups-proxyd /var/snap/cups/common/run/cups.sock /run/cups/cups.sock -l --logdir /var/snap/cups/1170/var/log
root        1871  0.0  0.0   2900   984 ?        S    Apr05   0:00 /bin/sh /snap/cups/1170/scripts/run-cups-browsed
root        1930  0.0  0.1 2517728 24892 ?       Ssl  Apr05   0:04 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root        1933  0.0  0.3 1018144 50044 ?       Ssl  Apr05   0:11 /usr/sbin/rsyslogd -n
root        1942  0.0  0.0   5124  3308 ?        Ss   Apr05   0:00 /usr/sbin/atd -f
root        1943  0.0  0.0 232572  4008 ?        Ss   Apr05   0:00 /usr/sbin/crond -n
root        1944  0.0  0.0 683044 10852 ?        Ssl  Apr05   0:00 /usr/bin/gdm
postgres    1956  0.0  0.1 441252 18776 ?        Ss   Apr05   0:00 /usr/pgsql-15/bin/postmaster -D /var/lib/pgsql/15/data/
postgres    1985  0.0  0.0 295204  2892 ?        Ss   Apr05   0:00 postgres: logger 
postgres    1991  0.0  0.0 441400  5188 ?        Ss   Apr05   0:00 postgres: checkpointer 
postgres    1992  0.0  0.0 441384  4176 ?        Ss   Apr05   0:00 postgres: background writer 
postgres    2000  0.0  0.0 441384  7288 ?        Ss   Apr05   0:00 postgres: walwriter 
postgres    2001  0.0  0.0 442872  4348 ?        Ss   Apr05   0:00 postgres: autovacuum launcher 
postgres    2002  0.0  0.0 442852  3968 ?        Ss   Apr05   0:00 postgres: logical replication launcher 
root        2024  0.0  0.0 306180  7548 ?        Ssl  Apr05   0:00 /usr/libexec/uresourced
root        2456  0.0  0.0      0     0 ?        S<   Apr05   0:00 [krfcommd]
root        2669  0.0  0.0 838584  8928 ?        Ssl  Apr05   0:00 /usr/bin/pcscd --foreground --auto-exit
geoclue     2700  0.0  0.1 2503296 29792 ?       Ssl  Apr05   0:05 /usr/libexec/geoclue
root        3850  0.0  0.0      0     0 ?        S    Apr05   0:00 [UVM global queue]
root        3851  0.0  0.0      0     0 ?        S    Apr05   0:00 [UVM deferred release queue]
root        3852  0.0  0.0      0     0 ?        S    Apr05   0:00 [UVM Tools Event Queue]
yuvlux      4244  0.0  0.1  26184 16340 ?        Ss   Apr05   0:03 /usr/lib/systemd/systemd --user
yuvlux      4247  0.0  0.0  16796  1932 ?        S    Apr05   0:00 (sd-pam)
yuvlux      5101  0.0  0.1 355872 20248 ?        S<sl Apr05   0:54 /usr/bin/pipewire-pulse
root        5305  0.0  0.0 554176 14620 ?        Ssl  Apr05   0:00 /usr/sbin/abrt-dbus -t133
root       11862  0.0  0.0 618740 14532 ?        Sl   Apr05   0:00 gdm-session-worker [pam/gdm-password]
yuvlux     12192  0.0  0.0 407336  7464 ?        Sl   Apr05   0:00 /usr/bin/gnome-keyring-daemon --daemonize --login
yuvlux     12356  0.0  0.0 391676  6284 tty2     Ssl+ Apr05   0:00 /usr/libexec/gdm-wayland-session /usr/bin/gnome-session
yuvlux     12374  0.0  0.0   9100  4404 ?        Ss   Apr05   0:00 /usr/bin/dbus-broker-launch --scope user
yuvlux     12380  0.0  0.0   8140  6076 ?        S    Apr05   0:03 dbus-broker --log 10 --controller 9 --machine-id 13facde82a574414b20cddf3a34e86e2 --max-bytes 100000000000000 --max-fds 25000000000000 --max-matches 5000000000
yuvlux     12383  0.0  0.0 163832  6120 tty2     Sl+  Apr05   0:00 /usr/libexec/gnome-session-init-worker gnome
yuvlux     12470  0.0  0.7 5682884 116856 ?      SLsl Apr05   0:00 /usr/libexec/gnome-remote-desktop-daemon
yuvlux     12471  0.0  0.0 311804  5788 ?        Ssl  Apr05   0:00 /usr/libexec/gnome-session-ctl --monitor
yuvlux     12472  0.0  0.0 382096  9824 ?        Ssl  Apr05   0:00 /usr/libexec/uresourced --user
yuvlux     12479  0.0  0.0 765600 11268 ?        Ssl  Apr05   0:01 /usr/libexec/gnome-session-service --session=gnome
yuvlux     12480  0.0  0.0 540116  8960 ?        Ssl  Apr05   0:00 /usr/libexec/gvfsd
yuvlux     12489  0.0  0.0 613632  6756 ?        Sl   Apr05   0:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
yuvlux     12507  0.0  0.0 537952  8440 ?        Ssl  Apr05   0:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
yuvlux     12508  2.8  2.4 13658784 386396 ?     Ssl  Apr05  26:15 /usr/bin/gnome-shell
yuvlux     12509  0.0  0.0 336712 13788 ?        S<sl Apr05   0:23 /usr/bin/pipewire
yuvlux     12510  0.0  0.1 1010372 27048 ?       S<sl Apr05   0:35 /usr/bin/wireplumber
root       12557  0.0  0.0      0     0 ?        S    Apr05   0:00 [nvidia-drm/timeline-88]
yuvlux     12586  0.0  0.0 380972  7844 ?        Ssl  Apr05   0:00 /usr/libexec/at-spi-bus-launcher
yuvlux     12592  0.0  0.0   8972  4232 ?        S    Apr05   0:00 /usr/bin/dbus-broker-launch --config-file=/usr/share/defaults/at-spi2/accessibility.conf --scope user
yuvlux     12593  0.0  0.0   5204  3232 ?        S    Apr05   0:00 dbus-broker --log 10 --controller 9 --machine-id 13facde82a574414b20cddf3a34e86e2 --max-bytes 100000000000000 --max-fds 6400000 --max-matches 5000000000
yuvlux     12594  0.0  0.0 168428  7932 ?        Ssl  Apr05   0:00 /usr/libexec/at-spi2-registryd --use-gnome-session
yuvlux     12603  0.0  0.0 531556  7336 ?        Ssl  Apr05   0:00 /usr/libexec/xdg-permission-store
yuvlux     12621  0.0  0.1 816280 23748 ?        Ssl  Apr05   0:00 /usr/libexec/gnome-shell-calendar-server
yuvlux     12625  0.0  0.0 164648  6864 ?        Ssl  Apr05   0:00 /usr/libexec/dconf-service
yuvlux     12632  0.0  0.2 1654952 47884 ?       Ssl  Apr05   0:00 /usr/libexec/evolution-source-registry
yuvlux     12644  0.0  0.0 392804  7684 ?        Ssl  Apr05   0:04 /usr/libexec/gvfsd-metadata
yuvlux     12675  0.0  0.1 1256948 17020 ?       Ssl  Apr05   0:00 /usr/libexec/xdg-desktop-portal
yuvlux     12676  0.0  0.3 910928 53820 ?        SLsl Apr05   0:00 /usr/libexec/goa-daemon
yuvlux     12686  0.0  0.2 1885760 42800 ?       Ssl  Apr05   0:01 /usr/libexec/evolution-calendar-factory
yuvlux     12689  0.0  0.1 2983140 27748 ?       Ssl  Apr05   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
yuvlux     12690  0.0  0.0 1054484 8952 ?        Ssl  Apr05   0:00 /usr/libexec/xdg-document-portal
yuvlux     12700  0.0  0.0 612328 10728 ?        Ssl  Apr05   0:36 /usr/bin/ibus-daemon --panel disable
yuvlux     12702  0.0  0.0 478708 10852 ?        Ssl  Apr05   0:00 /usr/libexec/gsd-a11y-settings
root       12704  0.0  0.0   2588  2144 ?        Ss   Apr05   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
yuvlux     12705  0.0  0.0 617188 11132 ?        Ssl  Apr05   0:00 /usr/libexec/gsd-color
yuvlux     12706  0.0  0.0 490284 13644 ?        Ssl  Apr05   0:00 /usr/libexec/gsd-datetime
yuvlux     12712  0.0  0.0 617076 11384 ?        Ssl  Apr05   0:01 /usr/libexec/gsd-housekeeping
yuvlux     12716  0.0  0.0 606624  7864 ?        Ssl  Apr05   0:00 /usr/libexec/gsd-keyboard
yuvlux     12725  0.0  0.0 763436 15116 ?        Ssl  Apr05   0:01 /usr/libexec/gsd-media-keys
yuvlux     12728  0.0  0.1 906856 26308 ?        Sl   Apr05   0:03 /usr/local/bin/vicinae server --replace
yuvlux     12729  0.0  0.0 762024 14532 ?        Ssl  Apr05   0:00 /usr/libexec/gsd-power
yuvlux     12741  0.0  0.0 559300 15204 ?        Ssl  Apr05   0:00 /usr/libexec/gsd-print-notifications
yuvlux     12746  0.0  0.0 606708  8004 ?        Ssl  Apr05   0:00 /usr/libexec/gsd-rfkill
yuvlux     12754  0.0  0.0 393400  7532 ?        Ssl  Apr05   0:00 /usr/libexec/gsd-screensaver-proxy
yuvlux     12760  0.0  0.0 314532  9604 ?        Sl   Apr05   0:00 /usr/libexec/gsd-disk-utility-notify
yuvlux     12767  0.0  0.0 625872 12644 ?        Ssl  Apr05   0:02 /usr/libexec/gsd-sharing
yuvlux     12778  0.0  0.0 616700 12688 ?        Ssl  Apr05   0:00 /usr/libexec/gsd-smartcard
yuvlux     12788  0.0  0.0 473388 10380 ?        Ssl  Apr05   0:00 /usr/libexec/gsd-sound
yuvlux     12795  0.0  0.0 698268 10136 ?        Ssl  Apr05   0:00 /usr/libexec/gsd-usb-protection
yuvlux     12801  0.0  0.0 617876 11384 ?        Ssl  Apr05   0:00 /usr/libexec/gsd-wwan
yuvlux     12806  0.0  0.2 4033432 42276 ?       Sl   Apr05   0:19 /usr/bin/warp-taskbar
yuvlux     12899  0.0  0.0 466496  6836 ?        Sl   Apr05   0:00 /usr/libexec/ibus-dconf
yuvlux     12901  0.0  0.1 732692 23020 ?        Sl   Apr05   0:07 /usr/libexec/ibus-extension-gtk3
yuvlux     12932  0.0  0.0 632240 14516 ?        Sl   Apr05   0:00 /usr/libexec/gsd-printer
yuvlux     12967  0.0  0.0 531940  7640 ?        Ssl  Apr05   0:00 /usr/libexec/ibus-portal
yuvlux     12970  0.0  0.1 512808 20924 ?        Ssl  Apr05   0:00 /usr/bin/abrt-applet --gapplication-service
yuvlux     12971  0.0  0.0 620084 10892 ?        Ssl  Apr05   0:01 /usr/libexec/goa-identity-service
yuvlux     12972  0.0  0.1 2982144 27452 ?       Ssl  Apr05   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
yuvlux     12974  0.0  0.2 1073364 42312 ?       Ssl  Apr05   0:00 /usr/libexec/evolution-addressbook-factory
yuvlux     12975  0.0  0.1 1166028 25780 ?       SNsl Apr05   0:03 /usr/libexec/localsearch-3
yuvlux     12979  0.0  0.3 1280744 59500 ?       Ssl  Apr05   0:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
yuvlux     12981  0.0  1.2 2166588 196884 ?      Ssl  Apr05   0:37 /usr/bin/gnome-software --gapplication-service
yuvlux     12983  0.0  0.0 122260 10052 ?        Ss   Apr05   0:00 /usr/local/bin/vicinae server --replace
yuvlux     12985  0.0  0.8 1703772 143076 ?      Ssl  Apr05   0:02 /usr/libexec/xdg-desktop-portal-gnome
yuvlux     13012  0.0  0.0 622544 15068 ?        Ssl  Apr05   0:00 /usr/libexec/gvfs-udisks2-volume-monitor
yuvlux     13064  0.0  0.0 531556  7060 ?        Ssl  Apr05   0:00 /usr/libexec/gvfs-mtp-volume-monitor
yuvlux     13082  0.0  0.0 533440  7476 ?        Ssl  Apr05   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
yuvlux     13091  0.0  0.0 531868  7404 ?        Ssl  Apr05   0:00 /usr/libexec/gvfs-goa-volume-monitor
yuvlux     13100  0.0  0.0 612536  8520 ?        Ssl  Apr05   0:00 /usr/libexec/gvfs-afc-volume-monitor
yuvlux     13148  0.0  0.0 392744  7576 ?        Sl   Apr05   0:12 /usr/libexec/ibus-engine-simple
root       13257  0.0  0.0      0     0 ?        S    Apr05   0:00 [vidmem lazy free]
root       13394  0.0  0.0      0     0 ?        S    Apr05   0:00 [UVM GPU1 BH]
root       13395  0.0  0.0      0     0 ?        S    Apr05   0:00 [UVM GPU1 KC]
root       14373  0.0  0.0      0     0 ?        S    Apr05   0:00 [nvidia-drm/timeline-91]
yuvlux     14383  0.0  0.0 1015024 4496 ?        Sl   Apr05   0:00 /usr/local/bin/vicinae-node /run/user/1000/vicinae/extension-manager.js
yuvlux     14403  0.0  0.1 726584 28936 ?        Ssl  Apr05   0:00 /usr/libexec/xdg-desktop-portal-gtk
yuvlux     14627  0.0  0.0   3748  2240 ?        S    Apr05   0:00 /usr/bin/bwrap --args 44 -- /app/bin/chrome
yuvlux     14698  0.0  0.0 531408  7028 ?        Ssl  Apr05   0:00 /usr/libexec/flatpak-session-helper
yuvlux     14703  0.0  0.0   4232   768 ?        Ss   Apr05   0:00 server --sh -n /run/user/1000/.flatpak-helper/pkcs11-flatpak-14698 --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
yuvlux     14706  0.0  0.0   3748  2052 ?        S    Apr05   0:00 /usr/bin/bwrap --args 44 -- /usr/bin/xdg-dbus-proxy --args=47
yuvlux     14707  0.0  0.0 457224  6036 ?        Sl   Apr05   0:00 /usr/bin/xdg-dbus-proxy --args=47
yuvlux     14711  0.0  0.0   3848  1440 ?        S    Apr05   0:00 /usr/bin/bwrap --args 44 -- /app/bin/chrome
yuvlux     14712  2.9  3.1 51480280 503104 ?     Sl   Apr05  26:45 /app/extra/chrome --disable-features=WebAssemblyTrapHandler,DesktopPWAsRunOnOsLogin
yuvlux     14722  0.0  0.0 554104 15780 ?        Ssl  Apr05   0:00 /usr/libexec/flatpak-portal
yuvlux     14739  0.0  0.0 50354888 2428 ?       Sl   Apr05   0:00 /app/extra/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/yuvlux/.var/app/com.google.Chrome/config/google-chrome/Crash Reports --metrics-dir=/home/yuvlux/.var/app/com.google.Chrome/config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Freedesktop SDK 25.08 (Flatpak runtime) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=146.0.7680.177 --initial-client-fd=10 --shared-client-connection
yuvlux     14741  0.0  0.0 50345652 2232 ?       Sl   Apr05   0:00 /app/extra/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/yuvlux/.var/app/com.google.Chrome/config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Freedesktop SDK 25.08 (Flatpak runtime) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=146.0.7680.177 --initial-client-fd=4 --shared-client-connection
yuvlux     14746  0.0  0.3 50999120 49820 ?      S    Apr05   0:00 /app/extra/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     14748  0.0  0.0      0     0 ?        Z    Apr05   0:00 [zypak-sandbox] <defunct>
yuvlux     14750  0.0  0.0   5872  1844 ?        S    Apr05   0:00 cat
yuvlux     14751  0.0  0.0   5872  1884 ?        S    Apr05   0:00 cat
yuvlux     14752  0.0  0.0   3748  2256 ?        Ss   Apr05   0:00 /usr/bin/bwrap --args 45 -- /app/bin/zypak-helper child - /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     14768  0.0  0.0   3844  1520 ?        S    Apr05   0:00 /usr/bin/bwrap --args 45 -- /app/bin/zypak-helper child - /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     14769  0.0  0.3 51001908 55476 ?      S    Apr05   0:02 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     14800  1.9  1.1 51576268 177048 ?     Sl   Apr05  18:22 /app/extra/chrome --type=gpu-process --ozone-platform=wayland --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --metrics-shmem-handle=4,i,16503787585839104533,369945767467446487,262144 --field-trial-handle=3,i,18082208298216342648,1428907073799810106,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=20260405-030043.742000-production --pseudonymization-salt-handle=7,i,14689301399032357992,12925654367458437225,4 --trace-process-track-uuid=3190708988185955192
yuvlux     14805  0.5  0.9 50884516 148756 ?     Sl   Apr05   4:44 /app/extra/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15967436286131624654,6248556492866436222,524288 --field-trial-handle=3,i,18082208298216342648,1428907073799810106,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=20260405-030043.742000-production --pseudonymization-salt-handle=7,i,14689301399032357992,12925654367458437225,4 --trace-process-track-uuid=3190708989122997041
yuvlux     14808  0.0  0.4 460500 79332 ?        Sl   Apr05   0:04 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.WTWKN3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients -enable-ei-portal
yuvlux     14816  0.0  0.3 51078576 55952 ?      Sl   Apr05   0:05 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     14860  0.0  0.0 476152 13524 ?        Ssl  Apr05   0:00 /usr/libexec/gsd-xsettings
yuvlux     14882  0.0  0.6 1249856 106156 ?      Sl   Apr05   0:01 /usr/libexec/mutter-x11-frames
yuvlux     14904  0.0  0.3 469344 49872 ?        Sl   Apr05   0:00 /usr/libexec/ibus-x11
yuvlux     14951  0.7  2.4 1462104832 400596 ?   Sl   Apr05   6:38 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     15026  0.0  0.1  21312 17320 ?        S    Apr05   0:02 p11-kit-remote --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
yuvlux     15063  0.0  0.7 1460119020 119136 ?   Sl   Apr05   0:01 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     15217  0.7  2.4 1466085920 393224 ?   Sl   Apr05   6:34 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     15264  0.0  0.6 1459989964 103816 ?   Sl   Apr05   0:01 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     15284  0.0  1.6 1460157132 265864 ?   Sl   Apr05   0:15 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     15314  0.0  1.5 1460188564 256336 ?   Sl   Apr05   0:12 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     16094  0.4  1.9 1462134768 310848 ?   Sl   Apr05   4:20 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     16112  0.1  0.5 50834996 85052 ?      Sl   Apr05   1:39 /app/extra/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,8968487995426828362,16190220466046603279,524288 --field-trial-handle=3,i,18082208298216342648,1428907073799810106,262144 --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=20260405-030043.742000-production --pseudonymization-salt-handle=7,i,14689301399032357992,12925654367458437225,4 --trace-process-track-uuid=3190709023793545454
yuvlux     16327  0.0  0.8 1460122116 142680 ?   Sl   Apr05   0:05 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     16643  0.0  0.3 1632400 58448 ?       Ssl  Apr05   0:00 /usr/bin/gnome-calendar --gapplication-service
yuvlux     16649  0.0  0.1 392120 26260 ?        Ssl  Apr05   0:00 /usr/lib64/firefox/firefox --dbus-service /usr/bin/firefox
yuvlux     16677  0.0  0.0 761696 10632 ?        Sl   Apr05   0:00 /usr/libexec/gvfsd-trash --spawner :1.7 /org/gtk/gvfs/exec_spaw/0
yuvlux     16718  0.0  0.0  47680  8320 ?        Ss   Apr05   0:00 /usr/libexec/bluetooth/obexd
yuvlux     16721  0.0  0.0 148736  2544 ?        Sl   Apr05   0:00 /usr/lib64/firefox/crashhelper 16649 9 /tmp/ 11
yuvlux     16732  0.2  1.5 1460188556 248432 ?   Sl   Apr05   1:55 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     17247  0.0  0.0   3748  2176 ?        S    Apr05   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 55 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 54
yuvlux     17248  0.0  0.0   3748  1236 ?        S    Apr05   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 55 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 54
yuvlux     17249  0.0  0.0 144004  5736 ?        Sl   Apr05   0:00 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 54
yuvlux     18440  0.0  1.2 1462122856 202648 ?   Sl   Apr05   0:12 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     18553  0.0  0.7 1460121216 118504 ?   Sl   Apr05   0:01 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     18606  0.0  0.8 1460123116 139832 ?   Sl   Apr05   0:03 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     18624  0.0  0.6 1462031964 108164 ?   Sl   Apr05   0:00 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     18676  0.0  0.2 626968 46320 ?        Sl   Apr05   0:00 /usr/bin/python3 /usr/share/ibus-typing-booster/engine/main.py --ibus
yuvlux     24648  0.0  0.0 616024 11612 ?        Sl   Apr05   0:00 /usr/libexec/gvfsd-recent --spawner :1.7 /org/gtk/gvfs/exec_spaw/1
yuvlux     24670  0.0  0.0 614696 10040 ?        Sl   Apr05   0:00 /usr/libexec/gvfsd-network --spawner :1.7 /org/gtk/gvfs/exec_spaw/2
yuvlux     24677  0.0  0.0 616728 10180 ?        Sl   Apr05   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.7 /org/gtk/gvfs/exec_spaw/3
yuvlux     24683  0.0  0.0 615468 11236 ?        Sl   Apr05   0:00 /usr/libexec/gvfsd-wsdd --spawner :1.7 /org/gtk/gvfs/exec_spaw/4
yuvlux     24688  0.0  0.1 269560 25232 ?        S    Apr05   0:01 /usr/bin/python3 /usr/bin/wsdd --no-host --discovery --listen /run/user/1000/gvfsd/wsdd
yuvlux     33752  0.4  2.3 1468042624 369740 ?   Sl   Apr05   3:42 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     58513  2.5  5.4 1487939380 881256 ?   Sl   Apr05  20:38 /app/extra/chrome --type=zygote --crashpad-handler-pid=18 --enable-crash-reporter=285e6b22-ae6d-49fa-8fc5-2caff9085fd1, --change-stack-guard-on-fork=enable
yuvlux     88676  0.0  0.0   3748  2320 ?        S    Apr05   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 230 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 229
yuvlux     88678  0.0  0.0   3748  1440 ?        S    Apr05   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib /lib --symlink /usr/lib64 /lib64 --seccomp 230 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 229
yuvlux     88679  0.0  0.0 144004  7436 ?        Sl   Apr05   0:00 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 229
yuvlux     94234  0.8  1.6 1461919216 270524 ?   SLsl 07:13   2:09 /usr/share/code/code .
